image_path,crop,disease,label
datasets\Tomato_EarlyBlight\24455ffa-8700-475c-8b4e-a7775f40ad3f___RS_Erly.B 8365.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\9a5d3900-8707-4088-8ec0-1fad45d8bd11___GH_HL Leaf 339.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\7081e6ab-4d18-4b97-9cf5-86c6adaa4715___JR_B.Spot 3189.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\e6a69573-7581-4904-91f1-461aa3ad8038___JR_B.Spot 3349.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\b5367f51-874a-4202-a6b6-02327196fd93___RS_Erly.B 8235.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\2ddd4ad3-221e-4400-a188-0c5ae7a18403___JR_HL 8154.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\bbcccb3c-bcf2-4dc9-b2e2-6aecd86f52d5___RS_Erly.B 8370.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\74ad59a4-c592-4d21-b066-a088e5bad84d___JR_HL 7777.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early.B 7330.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\71e8540f-309c-4022-97c7-7ce276abb2ac___JR_HL 7877.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3fa32b26-e7bb-493e-b7c2-c40e3f3df380___RS_Erly.B 9546.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\691e5cbb-f7af-48fd-a5f6-2afce9e7c247___NREC_B.Spot 1867.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\4c6a8199-896f-4cbf-8db4-3baa021a9e1c___NREC_B.Spot 9247.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot 3375.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\df9e0c7e-59cb-4a87-abbd-66f0f78e5130___RS_Erly.B 8275.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8e152ac8-9de2-4f59-a527-bf86d400f184___GH_HL Leaf 482.JPG,tomato,healthy,0
datasets\Tomato_Healthy\4629608b-5ac4-49d9-a8ff-ca1548fd4710___GH_HL Leaf 375.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\748ed7a9-9044-49d2-943d-8c82a1763c55___RS_Erly.B 8230.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\d0b2d824-78a1-4ddc-985e-f8d2077955d3___JR_HL 7785.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\c0f3838f-cfcd-45f7-8ba4-e7dab5519c62___JR_HL 8709.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\86ef217d-b405-48b5-9cb0-cfaf47f61b15___NREC_B.Spot 9088.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\d344e6d5-259e-4f1c-a72e-919ae9e13005___RS_Erly.B 6482.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\7b21dafb-0173-4762-8fb5-8bb9b0aa604c___JR_B.Spot 3149.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\668e811e-7b65-404e-9bc5-6519efb1c708___RS_HL 0160.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\64ed4b17-84ad-4088-b079-c02eceef5e7e___NREC_B.Spot 1958.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\acfdebad-66f9-4f9d-b302-55fd79345b2a___JR_HL 8672.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\62252889-3c0e-46ce-b196-b505e78dc810___JR_HL 7584.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\f79134d0-8c6a-43ad-ba78-9323f9a9f84f___RS_Erly.B 9427.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\23726cb5-c36a-4016-aa3b-e60e32a0d9ec___RS_HL 9717.JPG,tomato,healthy,0
datasets\Tomato_Healthy\886c81aa-0494-4dd7-adc5-301af73df1f7___GH_HL Leaf 215.JPG,tomato,healthy,0
datasets\Tomato_Healthy\452703f7-9106-4ed2-8f38-8ece42a32613___RS_HL 0248.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\450b4a32-39ae-4daa-aeb6-87559afb0b42___RS_Early.B 9202.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\d9aa27e5-d9ea-4a43-80c5-add00101706f___JR_B.Spot 8893.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\6cb54c8d-be3e-48d1-a6ac-08eeb93d6201___JR_B.Spot 3401.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\0d8445ac-6333-42b0-bf32-950a2dd83908___NREC_B.Spot 1862.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot 9242.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\3169aa41-66a8-4f36-ab6e-a5664f5b1839___RS_HL 0471.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\ee6fd793-b4a9-42d4-8fed-0f4e40040a1d___JR_HL 8365.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\6c88680c-ed4b-45ba-a8d0-90d6ee26d618___JR_HL 7925.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6ee48dff-5a8a-4751-8850-200575ee49b1___RS_HL 0479.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\9b6eb8ee-3365-49e7-aa5c-b988cc726923___NREC_B.Spot 1792.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\2602f312-da1f-47eb-9c50-dcd4cba09d7d___JR_HL 7975.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\a776bc5e-f859-4599-98aa-e195e5ef096b___JR_HL 8079.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\82b63dfc-d0b6-4bb3-afc4-db8d61476b10___GH_HL Leaf 415.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\975b25df-a4d7-4aca-b1b9-312487544eaa___JR_B.Spot 8830.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\44dd61ff-4a53-4657-8340-4bd56d8d5dae___JR_B.Spot 8911.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\33936d1f-7074-49d2-9b3e-3964972fc636___RS_HL 0119.JPG,tomato,healthy,0
datasets\Tomato_Healthy\522cba8a-8cf7-4d39-a73e-0602ab6fc71f___RS_HL 0288.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\12342367-f62b-40d0-897b-77bd1edbd3d1___JR_B.Spot 3199.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\e2a992f0-25ae-4519-89b6-9b23a4635eed___JR_HL 5917.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\5a0ff573-924f-48c8-a3ef-ed82995ed145___RS_Erly.B 6478.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\c24934a1-721e-4806-ae72-fa6df4cf6ab7___JR_HL 8238.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8a5290cd-4306-4c63-bdd6-3249f7b4c38d___JR_HL 7834.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\3c9b066f-f4c0-4060-8d3b-e303d2262d73___JR_HL 7947.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\fb2aaea3-f1cd-49c3-aa02-b640c62e59f5___RS_Erly.B 9389.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\80ba68a5-6096-4605-b4b7-e0f9c5bac0db___JR_HL 8143.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\a442ef7e-3c93-45d9-85c0-5fa66fe32bb8___RS_Erly.B 7504.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\d8e3f7ec-b032-4e15-b593-895d1299cb4f___JR_HL 8377.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\fcb4bcad-7185-4e6d-b24c-b46b4dde3e52___JR_HL 7783.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\f035e3c9-069a-4392-9f0c-80262511f616___RS_Erly.B 9373.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\d032b2d0-3c5b-4f1d-9532-4fd09cbd5482___RS_Erly.B 7689.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\7746a606-48e8-41b1-92ab-ee511f52057d___JR_B.Spot 8930.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\28b0cad6-b695-4e4b-9cd1-27f2e43647e7___JR_B.Spot 9071.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\ca408b6b-bc8b-45a0-a04e-f0341169524c___RS_Erly.B 7640.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870.JPG,tomato,healthy,0
datasets\Tomato_Healthy\61a348ec-8afa-4445-9a98-6e38ba0cd6d4___RS_HL 9914.JPG,tomato,healthy,0
datasets\Tomato_Healthy\59f54d36-b98b-4271-88ed-7a9672907bee___RS_HL 0519.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\447aa7fa-b251-4687-a25d-bf314eaf3f7e___JR_HL 8063.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\28200010-ba2b-41f7-9dff-94d86019488e___GH_HL Leaf 366.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\fe167aa5-089e-4295-ad85-071819b7b692___RS_Erly.B 9403.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\84e67357-edd8-445d-9c49-32b1c5d5deeb___JR_B.Spot 8921.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\a9a25726-1cd3-4a87-b26a-328f35c3cb05___JR_HL 8725.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\51227dc9-baed-4d63-92ec-70f3361b480b___NREC_B.Spot 9161.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\bb82f621-0b32-4fef-bb8f-9d44737e65d3___JR_HL 7619.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\ea5402e9-f5e9-450c-bef6-f9d0bb544e68___JR_HL 5873.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B 8301.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\6d7934cb-69fc-48fe-b493-a64b349a9094___RS_HL 9930.JPG,tomato,healthy,0
datasets\Tomato_Healthy\397c68cc-c2f8-4a52-8468-557c8181bc9e___GH_HL Leaf 247.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\3f436076-8f23-46e8-a730-08bffac34ea4___JR_B.Spot 3379.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\0367e017-cabb-41e5-9777-79b3c7c9177a___JR_HL 7814.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\4d9ffd2f-2740-42f0-9679-c00961ec8f71___NREC_B.Spot 9226.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\3c9d9b2b-23de-48f6-98cf-cedf3d86359b___JR_HL 7599.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\130c7763-2ace-42bc-b2f0-ef78be095e8c___RS_HL 0171.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\ee083b4e-3abc-4d9a-8395-de6c8ee27331___RS_Erly.B 9525.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\42ef04d9-9bea-4bd2-9ea4-54cb16c9be24___RS_Erly.B 9616.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\2becae93-578d-44c6-8e74-056e59d15c8e___JR_B.Spot 3396.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\c850904d-59ff-4125-998d-4fdd8fa83d56___JR_HL 8193.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot 8967.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\495a82d9-e4ad-41d8-8e66-00a60f44d15b___JR_HL 8276.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\860f1131-a11c-4e17-aaec-c7b96ba914f0___RS_Erly.B 6669.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\f2c48f6c-f92e-4543-816c-0621648003fe___JR_B.Spot 9010.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\173f3720-282c-4c32-a63a-bd239d06a0fe___JR_HL 8664.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\cecbb89b-d8d9-4dbf-bf01-99021523c945___JR_HL 8629.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\9c3ad610-7677-4f3c-9646-88069e0c61cb___GH_HL Leaf 449.2.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\8fc0b784-cf68-4d0c-8634-1d51e9102c18___JR_HL 8823.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\5e10503d-8b4e-4215-9128-b92b48fce53d___RS_Erly.B 7559.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\2ef629c7-3366-41b5-a1b7-0e3bcb3ac28c___RS_Erly.B 9395.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\9b92f829-7d58-4e53-99c6-b7f52eb51d59___JR_HL 8133.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\67b4af5b-0ca1-4e11-a7c1-179b4defa8fc___JR_B.Spot 8965.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\28bb4671-65da-465d-9322-3727e363f13a___JR_HL 7964.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\4a0a9092-e70e-4a73-bb51-4d83b3c90a38___GH_HL Leaf 195.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\ae172a8d-9d33-453e-b219-a300516bc06e___JR_HL 8313.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\752de1b6-d4be-4741-9812-3681c6bd4b40___RS_Erly.B 8308.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\7d1cbe82-bda7-498a-ac8f-f01a0e279940___RS_HL 9639.JPG,tomato,healthy,0
datasets\Tomato_Healthy\92d04528-2709-4cc0-8e98-bdfe2ef97143___RS_HL 9808.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\69ec13bc-48bf-4a91-adc0-acb4386979ac___RS_Erly.B 7732.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\df53547e-28ef-4619-8b01-aa2d50e6c8b3___JR_HL 8733.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\26d0fa09-d463-461b-830c-3e970244cabb___RS_Early.B 7406.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\dde55e95-3794-4046-aefd-685d2e8dafc9___JR_HL 8602.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\09c0d78a-c9ca-4dc4-aa10-e25530890b20___GH_HL Leaf 424.1.JPG,tomato,healthy,0
datasets\Tomato_Healthy\8298308b-4f4e-472b-9ee5-bd5887299f59___RS_HL 0269.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\86aefde1-bd09-43c7-ac2e-b72f737213e3___JR_HL 8507.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\7a968e7a-1789-4e52-ab25-1a356b3a1e25___JR_B.Spot 8828.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\525c2813-206e-40ee-80a2-83b56ef45b13___RS_HL 0547.JPG,tomato,healthy,0
datasets\Tomato_Healthy\3b05e678-aa3c-47c6-9ebd-0650efd82b16___GH_HL Leaf 399.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\d8754b7f-53a4-4e69-8f54-1ec9f7581799___RS_Erly.B 6436.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8425f91b-b758-4e82-a7cc-6ecc862c1a00___RS_HL 0255.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\b6bdfe3b-7cb9-48e1-86b2-4ccaf3770af1___RS_Erly.B 9477.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8e19f6ec-51c4-496a-9970-746085371064___RS_HL 9829.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\a87fefe4-6f62-46e2-90b9-273ba9997ed1___JR_HL 8292.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6d4285ef-e3f2-4cd3-a873-efdd989cf1cb___RS_HL 0182.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\f7ab79a6-43d3-4ece-9461-43742519a221___RS_Erly.B 8290.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\66078e98-f5db-446d-8d34-f6268d8703e0___JR_B.Spot 3285.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\3ede2904-b21a-4b6a-940b-062c21ff71fa___JR_HL 7613.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\5422b428-b58a-4276-a79c-79d1c3ca7aa2___RS_HL 0123.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\4a32a3e1-2c33-4f60-9813-e29ecfd3c546___JR_HL 8650.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\83917dc9-aad9-4362-840e-24daab278519___RS_HL 0354.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\3dbd080a-21d0-4fb0-8c31-9638c6030943___JR_HL 5817.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\ff81e22a-09bf-49bd-b45a-c75606cd113b___NREC_B.Spot 1811.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\5528b2f7-3c8f-4c20-8fdc-5fa996e9a637___JR_B.Spot 3236.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\7620a603-c3cd-4893-9481-901c9950bb00___GH_HL Leaf 263.1.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\24f5a397-b5ac-451c-b979-28ee2bb056e6___RS_Erly.B 7795.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\3df25df9-50f7-4430-8853-0ab2d3ca2579___JR_B.Spot 9083.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\87000a42-0484-45ed-96c1-14b6fa9895e5___JR_HL 7650.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\db228bdf-309f-4dd5-a3c7-d77af0acadb8___RS_Erly.B 7584.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\38f909e5-e943-48fd-b34b-20aa755082ee___JR_HL 8213.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\f6a20939-1617-49f7-a7a4-1dde2020426b___JR_B.Spot 3365.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\50c710e2-ad13-4b3a-a829-65d51ead21ff___GH_HL Leaf 269.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\6fc860ea-46cd-4b40-8d53-27c1ebf95935___NREC_B.Spot 1836.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\21f1c16d-2d7f-44e6-a2e4-7d830dfbfda3___RS_HL 9996.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\df86b9f1-3871-4139-be7d-928bd3e6d642___RS_Erly.B 7497.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\99fcb52b-0e4f-47a6-b350-1d49d26bc649___GH_HL Leaf 298.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\1aaaa11e-ec45-4d6d-ab7f-1d3ea053d14d___JR_HL 5937.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\b61a5e27-1da3-4c61-9951-691fdceb9e81___JR_HL 8744.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\99736699-54e4-4c14-bcce-6c249444e156___RS_HL 0165.JPG,tomato,healthy,0
datasets\Tomato_Healthy\5015e0d2-a6e3-4859-aceb-78089d1b60f7___GH_HL Leaf 186.2.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\a8b32b31-a011-4c51-958d-5b49381278f7___JR_HL 7601.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\94096850-51ab-4a15-bac0-61390e9b0d45___NREC_B.Spot 9080.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\8e117b61-5360-49c8-aa55-4e90f8fae129___GH_HL Leaf 261.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\598fe617-af0b-49c0-ad10-f616bd4e0783___NREC_B.Spot 1847.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\82ff3b7a-c7ad-47ec-8578-475f72efc1ae___RS_HL 0020.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\250f6c43-1800-4c21-9d73-cc51fe144bbc___RS_Erly.B 6356.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8ccf22b2-53fe-4886-b88d-d65aa0cf7252___GH_HL Leaf 196.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\6f4a6979-a431-409f-9211-cc7a4c643a12___JR_HL 8121.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\862c7fa2-1ab0-4bce-9f9b-76cbb4a096e1___RS_Erly.B 7521.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\64198e06-2fa0-4b31-87bb-a78723959f8d___JR_HL 5989.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\e027b3a9-1975-4a95-bc2b-10d361dd7ca2___JR_HL 8697.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\f3fb294f-21d3-44b3-bfab-256fed2fc2c8___NREC_B.Spot 9156.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\2606a4ae-7b2f-4fd6-a561-fc9dce2ffc02___RS_Erly.B 9570.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\06ac6596-8d65-46dd-a343-a2209f3480e4___RS_Early.B 6921.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\4916cbbb-a567-4263-a56d-521abadfb0b8___RS_HL 0480.JPG,tomato,healthy,0
datasets\Tomato_Healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\a8d93308-45b8-46e0-b708-02c325d6b027___RS_Erly.B 9535.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\9cee73cb-272f-4121-b82d-c8c2b3ca71a0___NREC_B.Spot 1813.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\532c9cb3-3018-4217-b59c-c16b8473423d___JR_B.Spot 3339.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\14765754-33b2-427b-8583-05d8604384e1___JR_HL 5891.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\57ff9c36-2345-4401-986e-d9c06a784c15___RS_Erly.B 9515.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8d3c1a28-27a6-4376-9390-2372dadb7264___GH_HL Leaf 395.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot 3134.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\0cabff41-b00b-4692-98af-6b8b0aeba7aa___RS_HL 9774.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\baa2dfb9-ff6a-4f84-9036-243000982301___NREC_B.Spot 1880.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\e20f17f5-507c-45a8-8f6e-fcd76b29e564___RS_Erly.B 7694.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot 9074.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\39dc2c23-1b45-427f-8ad1-0ff66ae887b9___JR_HL 7559.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\8d4a3b2d-bcef-4861-a0a0-c3cb0a1990ce___GH_HL Leaf 204.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\3c3a9c2c-3387-4666-9f42-4d14142e9500___RS_Early.B 8499.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\72361f8d-d158-48b5-a77e-f10cbaf7b29f___RS_HL 0118.JPG,tomato,healthy,0
datasets\Tomato_Healthy\271be296-4c0b-4817-a44b-cc9611d3f519___GH_HL Leaf 182.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\d489c307-ff11-45f0-9ea2-1d8bb072a7e7___JR_HL 7749.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\0c4f6f72-c7a2-42e1-9671-41ab3bf37fe7___RS_Early.B 6752.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\d22776e6-5234-4c6b-a196-a04b281c3808___JR_B.Spot 3351.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\96441f54-ccd3-4f34-b405-e395e5070d2c___RS_Erly.B 8336.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG,tomato,earlyblight,1
